date,EITB
1956-12-31,2.7745770984842
1957-12-31,1.71662189444602
1958-12-31,2.44083957223793
1959-12-31,0.87072248021749
1960-12-31,0.879785377600595
1961-12-31,1.16610837372077
1962-12-31,1.44085941219795
1963-12-31,1.52792957005329
1964-12-31,2.06634805898751
1965-12-31,3.29408558353338
1966-12-31,3.22269006039348
1967-12-31,4.42911507258122
1968-12-31,6.55919561270539
1969-12-31,4.7126382147913
1970-12-31,3.52312079080141
1971-12-31,4.17814987349953
1972-12-31,8.38706233308569
1973-12-31,10.7231463914445
1974-12-31,7.41267174167133
1975-12-31,5.2617470442213
1976-12-31,6.65406993430959
1977-12-31,9.2760890898265
