date,EITB
1954-09-30,-0.00185939231618602
1954-12-31,-0.000802378650534612
1955-03-31,-0.00103974268680686
1955-06-30,0.000818030764478219
1955-09-30,0.00359170416524658
1955-12-31,0.00266679927952608
1956-03-31,0.00528922157917718
1956-06-30,0.00766240274906249
1956-09-30,0.00857815647782595
1956-12-31,0.008648646343818
1957-03-31,0.00870144218179605
1957-06-30,0.00968801909002319
1957-09-30,0.00823903535566139
1957-12-31,0.00496824837253078
1958-03-31,0.0026738401176422
1958-06-30,0.00360599804085643
1958-09-30,0.00260337550813401
1958-12-31,0.00193653102100797
1959-03-31,0.00255603907940657
1959-06-30,0.00512861071445996
1959-09-30,0.00669481721293619
1959-12-31,0.00370812732115366
1960-03-31,0.00266996696812042
1960-06-30,0.00275881264963021
1960-09-30,0.00285965678077326
1960-12-31,0.00248035617879748
1961-03-31,0.00173943287030537
1961-06-30,0.00200090213564105
1961-09-30,0.00264206193196248
1961-12-31,0.00339351852618503
1962-03-31,0.00327065136248655
1962-06-30,0.00267838282927036
1962-09-30,0.00296568563823006
1962-12-31,0.00284243481207377
1963-03-31,0.00270892905628821
1963-06-30,0.00443454241108387
1963-09-30,0.00345576045721652
1963-12-31,0.00349366496469795
1964-03-31,0.00286943827435024
1964-06-30,0.00291945007063952
1964-09-30,0.00413805385254532
1964-12-31,0.00408503126833758
1965-03-31,0.00441770389742216
1965-06-30,0.00437212422910876
1965-09-30,0.00660644677746635
1965-12-31,0.00816003310479989
1966-03-31,0.00764120122293511
1966-06-30,0.00963576274234109
1966-09-30,0.00783699320851928
1966-12-31,0.0055720880247201
1967-03-31,0.00428810577510164
1967-06-30,0.00879347663271486
1967-09-30,0.0103824542981932
1967-12-31,0.0100106628425031
1968-03-31,0.0106016317677521
1968-06-30,0.0105407426471362
1968-09-30,0.0127752720617618
1968-12-31,0.0126261309618332
1969-03-31,0.0143860117540558
1969-06-30,0.0153192161839722
1969-09-30,0.0174940100973391
1969-12-31,0.0144674423320494
1970-03-31,0.0143465158126747
1970-06-30,0.0129382172348461
1970-09-30,0.0114727019007512
1970-12-31,0.00685102193482158
1971-03-31,0.010581827265347
1971-06-30,0.0101810235928609
1971-09-30,0.00800278879863764
1971-12-31,0.00741722162067289
1972-03-31,0.00677778604447453
1972-06-30,0.00909494339153623
1972-09-30,0.0114246226376107
1972-12-31,0.0153404630031228
1973-03-31,0.0202179214778064
1973-06-30,0.0246616708043021
1973-09-30,0.022856845038125
1973-12-31,0.0270051691696843
1974-03-31,0.0273049960616137
1974-06-30,0.0281886380957688
1974-09-30,0.0268644009134034
1974-12-31,0.019761856034269
1975-03-31,0.0158911005340697
1975-06-30,0.0200846468472156
1975-09-30,0.0172207122601149
1975-12-31,0.0139034494864274
