date,EITB1
2000-02-29,0.408830833405387
2000-03-31,0.50079685098141
2000-04-30,0.043152668164165
2000-05-31,0.215507032472031
2000-06-30,0.47573967132083
2000-07-31,0.296827067347566
2000-08-31,0.0945120980258863
2000-09-30,0.421539312749143
2000-10-31,0.219537954100833
2000-11-30,0.184021380195601
2000-12-31,0.253889363829384
2001-01-31,0.512001383146897
2001-02-28,0.222974593441479
2001-03-31,0.106119388948794
2001-04-30,0.200448505390541
2001-05-31,0.426268694032885
2001-06-30,0.202481414228738
2001-07-31,-0.0936805210171538
2001-08-31,0.0289025412782179
2001-09-30,0.276191883874841
2001-10-31,-0.182902662116976
2001-11-30,-0.0736610295183776
2001-12-31,-0.0338458580372569
2002-01-31,0.144071853271394
2002-02-28,0.178693799830938
2002-03-31,0.279344322380092
2002-04-30,0.390788634585412
2002-05-31,0.144198161919258
2002-06-30,0.083730907538395
2002-07-31,0.212933983511705
2002-08-31,0.255944807354819
2002-09-30,0.183958014379899
2002-10-31,0.21301287563554
2002-11-30,0.174766671162066
2002-12-31,0.198745088507486
2003-01-31,0.41342944816881
2003-02-28,0.475812947253792
2003-03-31,0.147699284795948
2003-04-30,-0.280388854407591
2003-05-31,-0.146354942141833
2003-06-30,0.106707752989037
2003-07-31,0.304357012646846
2003-08-31,0.398444653086752
2003-09-30,0.290655632253629
2003-10-31,-0.0347326870482819
2003-11-30,0.0681955348981475
2003-12-31,0.261376252129411
2004-01-31,0.383441822139939
2004-02-29,0.232093034729722
2004-03-31,0.219687705992875
2004-04-30,0.198017067675091
2004-05-31,0.381144188556322
2004-06-30,0.342704623443296
2004-07-31,0.13697203687647
2004-08-31,0.0984700554477985
2004-09-30,0.309949580222077
2004-10-31,0.480128803173839
2004-11-30,0.423080184987031
2004-12-31,0.0580896630727258
2005-01-31,0.0144662601118239
2005-02-28,0.350982281225257
2005-03-31,0.357138524452474
2005-04-30,0.274782790689853
2005-05-31,0.0168940355063698
2005-06-30,0.109931965146179
2005-07-31,0.555418557450852
2005-08-31,0.684581306737253
2005-09-30,1.1367302869458
2005-10-31,0.207454899702421
2005-11-30,-0.339248012786076
2005-12-31,0.0145321708633027
2006-01-31,0.470962651289633
2006-02-28,0.117390168134715
2006-03-31,0.187288670123377
2006-04-30,0.42720166160084
2006-05-31,0.32681164664674
2006-06-30,0.285163407653839
2006-07-31,0.483190463934097
2006-08-31,0.347412843927621
2006-09-30,-0.367749602009314
2006-10-31,-0.371315422958684
2006-11-30,0.0486076718373927
2006-12-31,0.432937643511945
2007-01-31,0.239596963016574
2007-02-28,0.366581818647676
2007-03-31,0.481879388500939
2007-04-30,0.339106246786096
2007-05-31,0.378925089778206
2007-06-30,0.242134236469004
2007-07-31,0.174735916401511
2007-08-31,0.108029598969483
2007-09-30,0.361820703692424
2007-10-31,0.361630424002075
2007-11-30,0.685495817603095
2007-12-31,0.345781669363482
2008-01-31,0.335389515438865
2008-02-29,0.251101552487777
2008-03-31,0.339695484191734
2008-04-30,0.294565700568334
2008-05-31,0.599570057097827
2008-06-30,0.93890275918074
2008-07-31,0.645959588749267
2008-08-31,-0.0366544076206311
2008-09-30,-0.0389658889650866
2008-10-31,-0.842369648421063
2008-11-30,-1.52632498149583
2008-12-31,-0.796078266241892
2009-01-31,0.119575476013841
2009-02-28,0.282594314961931
2009-03-31,-0.0210687612517609
2009-04-30,0.0983807809044598
2009-05-31,0.204210693629638
2009-06-30,0.655535698467649
2009-07-31,0.100547185727578
2009-08-31,0.289502395873783
2009-09-30,0.219216140440248
2009-10-31,0.287789980606057
2009-11-30,0.295210964004549
2009-12-31,0.0859085208605716
2010-01-31,0.0497961828390787
2010-02-28,-0.0627368503869042
2010-03-31,0.0196402249826852
2010-04-30,0.0146211013660593
2010-05-31,-0.0385949399560428
2010-06-30,-0.0157267480716578
2010-07-31,0.156146293870563
2010-08-31,0.151938818403069
2010-09-30,0.180534340443984
2010-10-31,0.317345491100079
2010-11-30,0.277733073605531
2010-12-31,0.376825338735609
2011-01-31,0.333793594428898
2011-02-28,0.344617369017416
2011-03-31,0.487413610410656
2011-04-30,0.44891352616254
2011-05-31,0.303047914496836
2011-06-30,0.070495971043628
2011-07-31,0.240152173814848
2011-08-31,0.294704900925231
2011-09-30,0.210493448353077
2011-10-31,0.097915636813676
2011-11-30,0.158565504497383
2011-12-31,0.0691703090118529
2012-01-31,0.238680141073055
2012-02-29,0.215205307951972
2012-03-31,0.199741584197939
2012-04-30,0.129100353737089
2012-05-31,-0.143020591923638
2012-06-30,-0.0711826549726543
2012-07-31,0.0757270437367561
2012-08-31,0.499801921850562
2012-09-30,0.450169120676527
2012-10-31,0.246277181709666
2012-11-30,-0.0915732384286777
2012-12-31,0.00627548479094101
2013-01-31,0.198766736748453
2013-02-28,0.404856045019254
2013-03-31,-0.178155617455721
2013-04-30,-0.173151250604424
2013-05-31,0.0350689544818604
2013-06-30,0.20672000864876
2013-07-31,0.199197099695152
2013-08-31,0.211055066598003
2013-09-30,0.0645626533185553
2013-10-31,0.0711601755830298
2013-11-30,0.178137225317722
2013-12-31,0.248744274928873
2014-01-31,0.229529690085784
2014-02-28,0.13639491640936
2014-03-31,0.193203082647594
2014-04-30,0.186856798822501
2014-05-31,0.182683310932683
2014-06-30,0.134684957718242
2014-07-31,0.101041852047779
2014-08-31,0.0013651069109737
2014-09-30,0.000515723094175871
2014-10-31,-0.0385974662329408
2014-11-30,-0.185424458585511
2014-12-31,-0.316355511819886
2015-01-31,-0.49269476707357
2015-02-28,0.154811701501792
2015-03-31,0.238673842334145
2015-04-30,0.146785077634438
2015-05-31,0.297457534756671
2015-06-30,0.263267717327992
2015-07-31,0.151523102939121
2015-08-31,-0.00114334664075406
2015-09-30,-0.158269127833795
2015-10-31,0.0639366704159499
2015-11-30,0.0858941979583705
2015-12-31,-0.0741513013889234
2016-01-31,-0.0537865893124717
2016-02-29,-0.0691022539418189
2016-03-31,0.26992843361009
2016-04-30,0.34994870342618
2016-05-31,0.250545409597975
2016-06-30,0.241529232114126
2016-07-31,0.0162408456213318
2016-08-31,0.170976647824539
2016-09-30,0.245752755020915
2016-10-31,0.225593373143595
2016-11-30,0.145567304741247
2016-12-31,0.253224069725699
2017-01-31,0.354958602478506
2017-02-28,0.164576369606498
2017-03-31,-0.00581129232085277
2017-04-30,0.0870644409914413
2017-05-31,-0.0379556650004507
2017-06-30,0.0519124236241235
2017-07-31,0.0757898273828265
2017-08-31,0.355012929636977
2017-09-30,0.443462313338391
2017-10-31,0.147997818711431
2017-11-30,0.244722188314582
2017-12-31,0.235046635990891
2018-01-31,0.384126016482437
2018-02-28,0.257572388402446
2018-03-31,0.0741303499091932
2018-04-30,0.233808555818452
2018-05-31,0.211085668918603
2018-06-30,0.104041849773504
2018-07-31,0.0961946515370415
2018-08-31,0.171442300961389
2018-09-30,0.19473515581599
2018-10-31,0.202072383509953
2018-11-30,-0.022989514548031
2018-12-31,0.0524463216841529
2019-01-31,0.0259455558539155
2019-02-28,0.217958892763379
2019-03-31,0.32948722335418
2019-04-30,0.348494141120025
2019-05-31,0.0706077678603767
2019-06-30,-0.0111863929719584
2019-07-31,0.175822859281679
2019-08-31,0.149355093433474
2019-09-30,0.190152552836359
2019-10-31,0.26845304036084
2019-11-30,0.227612786579467
2019-12-31,0.305310295388837
