date,EITB
2007-07-31,0.360077278423098
2007-08-31,0.372542856325374
2007-09-30,0.310214966813997
2007-10-31,0.310214966813997
2007-11-30,0.322680544716272
2007-12-31,0.279051022058309
2008-01-31,0.241654288351483
2008-02-29,0.191791976742381
2008-03-31,0.216723132546932
2008-04-30,0.22295592149807
2008-05-31,0.22295592149807
2008-06-30,0.216723132546932
2008-07-31,0.204257554644657
2008-08-31,0.191791976742381
2008-09-30,0.204257554644657
2008-10-31,0.160628031986693
2008-11-30,0.129464087231005
2008-12-31,0.110765720377592
2009-01-31,0.110765720377592
2009-02-28,0.116998509328729
2009-03-31,0.123231298279867
2009-04-30,0.116998509328729
2009-05-31,0.110765720377592
2009-06-30,0.116998509328729
2009-07-31,0.116998509328729
2009-08-31,0.116998509328729
2009-09-30,0.116998509328729
2009-10-31,0.110765720377592
2009-11-30,0.110765720377592
2009-12-31,0.116998509328729
2010-01-31,0.110765720377592
2010-02-28,0.110765720377592
2010-03-31,0.116998509328729
2010-04-30,0.116998509328729
2010-05-31,0.116998509328729
2010-06-30,0.116998509328729
2010-07-31,0.116998509328729
2010-08-31,0.116998509328729
2010-09-30,0.116998509328729
2010-10-31,0.116998509328729
2010-11-30,0.116998509328729
2010-12-31,0.116998509328729
2011-01-31,0.116998509328729
2011-02-28,0.116998509328729
2011-03-31,0.116998509328729
2011-04-30,0.110765720377592
2011-05-31,0.110765720377592
2011-06-30,0.110765720377592
2011-07-31,0.110765720377592
2011-08-31,0.116998509328729
2011-09-30,0.110765720377592
2011-10-31,0.110765720377592
2011-11-30,0.110765720377592
2011-12-31,0.110765720377592
2012-01-31,0.110765720377592
2012-02-29,0.110765720377592
2012-03-31,0.110765720377592
2012-04-30,0.110765720377592
2012-05-31,0.116998509328729
2012-06-30,0.110765720377592
2012-07-31,0.110765720377592
2012-08-31,0.116998509328729
2012-09-30,0.116998509328729
2012-10-31,0.116998509328729
2012-11-30,0.116998509328729
2012-12-31,0.116998509328729
2013-01-31,0.110765720377592
2013-02-28,0.110765720377592
2013-03-31,0.110765720377592
2013-04-30,0.110765720377592
2013-05-31,0.110765720377592
2013-06-30,0.110765720377592
2013-07-31,0.110765720377592
2013-08-31,0.110765720377592
2013-09-30,0.110765720377592
2013-10-31,0.110765720377592
2013-11-30,0.110765720377592
2013-12-31,0.110765720377592
2014-01-31,0.110765720377592
2014-02-28,0.110765720377592
2014-03-31,0.110765720377592
2014-04-30,0.110765720377592
2014-05-31,0.110765720377592
2014-06-30,0.110765720377592
2014-07-31,0.110765720377592
2014-08-31,0.110765720377592
2014-09-30,0.110765720377592
2014-10-31,0.110765720377592
2014-11-30,0.110765720377592
2014-12-31,0.110765720377592
2015-01-31,0.110765720377592
2015-02-28,0.110765720377592
2015-03-31,0.110765720377592
2015-04-30,0.110765720377592
2015-05-31,0.110765720377592
2015-06-30,0.110765720377592
2015-07-31,0.110765720377592
2015-08-31,0.110765720377592
2015-09-30,0.110765720377592
2015-10-31,0.110765720377592
2015-11-30,0.110765720377592
2015-12-31,0.116998509328729
2016-01-31,0.116998509328729
2016-02-29,0.123231298279867
2016-03-31,0.123231298279867
2016-04-30,0.116998509328729
2016-05-31,0.116998509328729
2016-06-30,0.123231298279867
2016-07-31,0.123231298279867
2016-08-31,0.123231298279867
2016-09-30,0.123231298279867
2016-10-31,0.123231298279867
2016-11-30,0.116998509328729
2016-12-31,0.129464087231005
2017-01-31,0.135696876182142
2017-02-28,0.135696876182142
2017-03-31,0.129464087231005
2017-04-30,0.14192966513328
2017-05-31,0.148162454084418
2017-06-30,0.148162454084418
2017-07-31,0.154395243035555
2017-08-31,0.166860820937831
2017-09-30,0.166860820937831
2017-10-31,0.166860820937831
2017-11-30,0.160628031986693
2017-12-31,0.166860820937831
2018-01-31,0.185559187791244
2018-02-28,0.179326398840106
2018-03-31,0.179326398840106
2018-04-30,0.198024765693519
2018-05-31,0.198024765693519
2018-06-30,0.198024765693519
2018-07-31,0.210490343595794
2018-08-31,0.210490343595794
2018-09-30,0.204257554644657
2018-10-31,0.229188710449207
2018-11-30,0.22295592149807
2018-12-31,0.235421499400345
2019-01-31,0.241654288351483
2019-02-28,0.22295592149807
2019-03-31,0.229188710449207
2019-04-30,0.241654288351483
2019-05-31,0.241654288351483
2019-06-30,0.22295592149807
2019-07-31,0.229188710449207
2019-08-31,0.210490343595794
2019-09-30,0.22295592149807
2019-10-31,0.210490343595794
2019-11-30,0.185559187791244
2019-12-31,0.198024765693519
