date,EITB1
1954-02-28,0.041657148034855
1954-03-31,-0.0126346102629912
1954-04-30,-0.0202151456016642
1954-05-31,-0.0244071096561709
1954-06-30,-0.041818435191471
1954-07-31,-0.0966566912675293
1954-08-31,-0.096866044226034
1954-09-30,-0.0702099318476515
1954-10-31,-0.0859323937088001
1954-11-30,-0.0360340114402182
1954-12-31,-0.013925485462292
1955-01-31,-0.00649554385085748
1955-02-28,0.00960884497946568
1955-03-31,-0.0135393974672511
1955-04-30,-0.0247214216617843
1955-05-31,-0.00127919370652374
1955-06-30,-0.0414133914089311
1955-07-31,-0.000825665688819616
1955-08-31,0.0580974119942063
1955-09-30,0.103266000659733
1955-10-31,0.0833833917447674
1955-11-30,0.0769776254200352
1955-12-31,0.0580817558116253
1956-01-31,0.0904780402254051
1956-02-29,0.106179547230273
1956-03-31,0.110746603402154
1956-04-30,0.195221862689468
1956-05-31,0.290141174268765
1956-06-30,0.297135740253989
1956-07-31,0.321622557621003
1956-08-31,0.233109228017924
1956-09-30,0.240229868652335
1956-10-31,0.328304715775435
1956-11-30,0.239452036530418
1956-12-31,0.293928822366795
1957-01-31,0.306906577613165
1957-02-28,0.296032545438548
1957-03-31,0.266656333013342
1957-04-30,0.278693354192518
1957-05-31,0.286945404065326
1957-06-30,0.273386208157055
1957-07-31,0.313395817056732
1957-08-31,0.249923235799211
1957-09-30,0.231159908416487
1957-10-31,0.252451636378698
1957-11-30,0.289961629388588
1957-12-31,0.291403972521802
1958-01-31,0.390788823886436
1958-02-28,0.244440254144474
1958-03-31,0.235974707463937
1958-04-30,0.168435998344795
1958-05-31,0.124564028506185
1958-06-30,-0.00150914470085992
1958-07-31,0.0152363847928316
1958-08-31,-0.0191409400273984
1958-09-30,0.0838860351035358
1958-10-31,0.0687084195584058
1958-11-30,0.00891724310088972
1958-12-31,0.100478815647689
1959-01-31,0.0791347755974706
1959-02-28,0.0348110605279459
1959-03-31,0.0560012318977261
1959-04-30,0.0627425286220962
1959-05-31,0.115873740363778
1959-06-30,0.158863831933351
1959-07-31,0.153708936016988
1959-08-31,0.0922939662229292
1959-09-30,0.208636456559142
1959-10-31,0.188151541795026
1959-11-30,0.103622572864364
1959-12-31,0.162238743755972
1960-01-31,0.121597136549495
1960-02-29,0.108319052315237
1960-03-31,0.188964571198918
1960-04-30,0.0917201184236601
1960-05-31,0.156747699685786
1960-06-30,0.12415773549451
1960-07-31,0.00921578384916338
1960-08-31,0.0914695178421383
1960-09-30,0.0990464493681833
1960-10-31,0.198751604384015
1960-11-30,0.0876720753885549
1960-12-31,0.0937841676353045
1961-01-31,0.0984686983557587
1961-02-28,0.0227892034498897
1961-03-31,0.0622918773852976
1961-04-30,0.0257550921476286
1961-05-31,0.0574009383572898
1961-06-30,0.0895565900520788
1961-07-31,0.101731607610854
1961-08-31,0.0570545472143843
1961-09-30,0.0803197498766126
1961-10-31,0.0818626796078016
1961-11-30,0.0417152173264705
1961-12-31,0.0909557047478787
1962-01-31,0.148289425489949
1962-02-28,0.126479436021292
1962-03-31,0.121111081190962
1962-04-30,0.118492124537189
1962-05-31,0.112859978047594
1962-06-30,0.0503579801013361
1962-07-31,0.131210401186974
1962-08-31,0.123982674615581
1962-09-30,0.120303663680279
1962-10-31,0.100731948958747
1962-11-30,0.0428835552326277
1962-12-31,0.0746827418550604
1963-01-31,0.113195994742142
1963-02-28,0.0930932913842464
1963-03-31,0.0845945442579183
1963-04-30,0.0931402201856749
1963-05-31,0.114352383543216
1963-06-30,0.139221823129352
1963-07-31,0.172311482661469
1963-08-31,0.125732151041151
1963-09-30,0.103765994102418
1963-10-31,0.126657065174359
1963-11-30,0.11611066324857
1963-12-31,0.149804315539375
1964-01-31,0.134708763847217
1964-02-29,0.0564885014991377
1964-03-31,0.102486221262778
1964-04-30,0.0798085651723168
1964-05-31,0.0578016870712465
1964-06-30,0.0972174112566557
1964-07-31,0.0968356462807144
1964-08-31,0.0909246680985659
1964-09-30,0.103845562270855
1964-10-31,0.128490403358433
1964-11-30,0.143206540222487
1964-12-31,0.145596901914416
1965-01-31,0.101979132109968
1965-02-28,0.109807959737923
1965-03-31,0.182156457604497
1965-04-30,0.163789196704762
1965-05-31,0.182255048887124
1965-06-30,0.210523410041211
1965-07-31,0.113923628187746
1965-08-31,0.123848481806819
1965-09-30,0.142523529110683
1965-10-31,0.163683918170757
1965-11-30,0.24025271037862
1965-12-31,0.240116502702425
1966-01-31,0.293466168163343
1966-02-28,0.31121698956565
1966-03-31,0.318833360691504
1966-04-30,0.258148224878025
1966-05-31,0.295891258248046
1966-06-30,0.251316352576131
1966-07-31,0.242099492607825
1966-08-31,0.328759792647729
1966-09-30,0.281632876967841
1966-10-31,0.289147010104463
1966-11-30,0.193179822127735
1966-12-31,0.169965118051085
1967-01-31,0.187604008012299
1967-02-28,0.16055132148061
1967-03-31,0.201749859401211
