date,EITB
2000-02-29,-0.0384179954118111
2000-03-31,-0.0840993525372652
2000-04-30,-0.0221640029699913
2000-05-31,0.109370082947354
2000-06-30,0.324614829344021
2000-07-31,0.15218568006264
2000-08-31,0.0808113944215562
2000-09-30,-0.217765687222066
2000-10-31,-0.277992102250896
2000-11-30,-0.00632830567499598
2000-12-31,0.20407766165787
2001-01-31,0.152263434516832
2001-02-28,-0.0446681929543833
2001-03-31,0.127863576322677
2001-04-30,0.261729322305445
2001-05-31,0.309653411978287
2001-06-30,0.202231925751397
2001-07-31,0.20037631162212
2001-08-31,0.325203276647978
2001-09-30,0.314847008021008
2001-10-31,0.198408790406675
2001-11-30,-0.0142745039853704
2001-12-31,0.0858768578875183
2002-01-31,0.458642734850139
2002-02-28,0.919559969694435
2002-03-31,0.769968101056898
2002-04-30,0.709354671465797
2002-05-31,0.799830861225778
2002-06-30,0.575466727006085
2002-07-31,0.703288023926406
2002-08-31,0.495718210526748
2002-09-30,0.154299291505016
2002-10-31,0.315773756218849
2002-11-30,0.270254058584605
2002-12-31,-0.0380235557474844
2003-01-31,0.0763145809318942
2003-02-28,0.199428369720628
2003-03-31,0.209844076420495
2003-04-30,0.0434026502637961
2003-05-31,-0.513261412739144
2003-06-30,-0.584049267634303
2003-07-31,-0.556466398807613
2003-08-31,-0.468840133539471
2003-09-30,-0.0590940503215514
2003-10-31,-0.117952327860283
2003-11-30,-0.0233872852126491
2003-12-31,0.152773039531247
2004-01-31,0.0868209661062088
2004-02-29,0.0802664437607059
2004-03-31,0.0609431904917313
2004-04-30,0.102551864101385
2004-05-31,0.292552652519707
2004-06-30,0.212848754705441
2004-07-31,-0.0188428025975664
2004-08-31,-0.171075000313031
2004-09-30,0.0671578257642847
2004-10-31,0.0695331909675951
2004-11-30,0.0564648154280057
2004-12-31,0.194950419492381
2005-01-31,0.137522987156599
2005-02-28,-0.05914922456248
2005-03-31,-0.00371025734759167
2005-04-30,-0.0445258368765925
2005-05-31,0.0527151539485894
2005-06-30,0.172874528653256
2005-07-31,0.237952186633725
2005-08-31,0.530351970976115
2005-09-30,0.278828790799044
2005-10-31,0.452317002596633
2005-11-30,0.527522608690521
2005-12-31,0.188193150390356
2006-01-31,0.0936801233413549
2006-02-28,0.130844774179436
2006-03-31,0.417282552379701
2006-04-30,0.269839400232992
2006-05-31,0.180757782178777
2006-06-30,0.0285059792164595
2006-07-31,-0.0282159948652371
2006-08-31,-0.243260549286167
2006-09-30,-0.263438438534654
2006-10-31,-0.353959033031264
2006-11-30,-0.390512294883422
2006-12-31,-0.0658890002791056
2007-01-31,0.115510247306501
2007-02-28,0.188095471514956
2007-03-31,0.000108761979687177
2007-04-30,0.129473302864356
2007-05-31,0.00715934346189928
2007-06-30,0.104843808711905
2007-07-31,0.398083984859757
2007-08-31,0.446259430053482
2007-09-30,0.401617649777902
2007-10-31,0.191627972585367
2007-11-30,0.278661310159773
2007-12-31,0.522205630478635
2008-01-31,0.522849619235122
2008-02-29,0.43783305815508
2008-03-31,0.319377094272737
2008-04-30,0.380133562230025
2008-05-31,0.581979467104865
2008-06-30,0.463636607822743
2008-07-31,0.248624666138525
2008-08-31,0.480676774764022
2008-09-30,0.486807977721015
2008-10-31,0.440383523347677
2008-11-30,0.273519727463242
2008-12-31,-0.0416766764274319
2009-01-31,0.0485784601884727
2009-02-28,0.0899576687539862
2009-03-31,0.222411998034412
2009-04-30,0.374268733605969
2009-05-31,0.331091626305945
2009-06-30,0.413442841291381
2009-07-31,0.571930559545865
2009-08-31,0.507614350203213
2009-09-30,0.265527770513091
2009-10-31,0.237250273089117
2009-11-30,0.303122548939413
2009-12-31,0.368120579083411
2010-01-31,0.11291184560352
2010-02-28,-0.0824311730197069
2010-03-31,0.00114077016172326
2010-04-30,0.0282797475806117
2010-05-31,0.19104691792017
2010-06-30,0.220969541728823
2010-07-31,0.209695659819518
2010-08-31,0.186360587041356
2010-09-30,0.219685717529125
2010-10-31,0.409202059654608
