date,UIMD
2009-03-31,0.000737678122872005
2009-06-30,0.00964435874055051
2009-09-30,0.00258599269385885
2009-12-31,0.00230942176680264
2010-03-31,0.00305739500560877
2010-06-30,0.00317033364390692
2010-09-30,0.0105820621798558
2010-12-31,0.014426228042309
2011-03-31,0.00442394942398395
2011-06-30,-0.00176643037445828
2011-09-30,0.00308655853720908
2011-12-31,0.00340166301159957
2012-03-31,0.00686006246291446
2012-06-30,-0.00896958453696112
2012-09-30,0.00467742056122866
2012-12-31,-0.00118749872621891
2013-03-31,0.00110402366267643
2013-06-30,0.000796844939434403
2013-09-30,0.00260805660539715
2013-12-31,-0.00397703261099522
2014-03-31,-0.00433088628044584
2014-06-30,-0.0050168324952251
2014-09-30,-0.00348240960664357
2014-12-31,-0.00460937703448125
2015-03-31,-0.00391951011572208
2015-06-30,-0.000151267042982091
2015-09-30,-0.00612095208341926
2015-12-31,-0.00452960106948422
2016-03-31,-0.00598090147246974
2016-06-30,0.00318378538362999
2016-09-30,-0.00482951361281199
2016-12-31,-0.00118173047517339
2017-03-31,-0.00146430574307206
2017-06-30,-0.0109148304831457
2017-09-30,0.00460495385708206
2017-12-31,-0.0012886634498934
2018-03-31,0.000926257481438035
2018-06-30,-0.000412551020759009
2018-09-30,0.00152400928231024
2018-12-31,-0.00356372514151682
2019-03-31,0.00214894631949685
2019-06-30,-0.00643573151328613
2019-09-30,0.00163683457480206
2019-12-31,-0.00336350140980326
