date,UIMD
1996-12-31,0.0640336536518378
1997-12-31,0.0138917527780763
1998-12-31,0.0186615456364573
1999-12-31,-0.0188162167141607
2000-12-31,-0.017473864556782
2001-12-31,0.0555137438407403
2002-12-31,-0.0324770850356207
2003-12-31,-0.00597973539218482
2004-12-31,0.00180727501283564
2005-12-31,-0.00496390069733818
2006-12-31,-0.00753931573165748
2007-12-31,0.0262889590406576
2008-12-31,0.00869904069024513
2009-12-31,0.0173395327353165
2010-12-31,-0.0117628100629385
2011-12-31,0.00628546168994309
2012-12-31,0.00900845914786586
2013-12-31,-0.0217368352398155
2014-12-31,-0.0303645065698382
2015-12-31,-0.0241947235846104
2016-12-31,-0.00188819529263979
2017-12-31,-0.0023186439356419
2018-12-31,-0.0172479407272531
2019-12-31,-0.0247656506834943
