date,UIMD
1996-03-31,NaN
1996-04-30,NaN
1996-05-31,NaN
1996-06-30,NaN
1996-07-31,NaN
1996-08-31,NaN
1996-09-30,NaN
1996-10-31,NaN
1996-11-30,NaN
1996-12-31,NaN
1997-01-31,NaN
1997-02-28,0.00415413342041929
1997-03-31,0.013953953853502
1997-04-30,0.00860359796864963
1997-05-31,-0.0004949047765324
1997-06-30,0.000529433641183246
1997-07-31,0.00935760816114121
1997-08-31,0.00833641701401956
1997-09-30,0.00227181843533956
1997-10-31,-0.00312346425208744
1997-11-30,0.00392537054824161
1997-12-31,-0.00464890053580442
1998-01-31,-0.00795301068930799
1998-02-28,0.00464629385009527
1998-03-31,-0.000133366359711516
1998-04-30,0.000436502755755655
1998-05-31,0.00401027319760301
1998-06-30,-0.00270124112881707
1998-07-31,2.66407977931914e-05
1998-08-31,-0.00305192267185894
1998-09-30,0.000947582063206101
1998-10-31,0.0124175413669534
1998-11-30,0.0201930711011075
1998-12-31,0.0137654298175239
1999-01-31,0.0010913321345378
1999-02-28,-0.00163610856590829
1999-03-31,-0.00847742531464526
1999-04-30,0.000259436712997106
1999-05-31,-0.00262977467998823
1999-06-30,3.21197480889746e-05
1999-07-31,-9.85335481339018e-05
1999-08-31,0.00175835421097791
1999-09-30,0.00454607401758028
1999-10-31,0.00655703254511156
1999-11-30,-0.0019336420605015
1999-12-31,0.00111782749415017
2000-01-31,0.000788964551436197
2000-02-29,-0.00102416639766306
2000-03-31,-0.00426683189846499
2000-04-30,-0.00244981951388978
2000-05-31,-0.00605944437851716
2000-06-30,0.00557471552066505
2000-07-31,0.000511516344050271
2000-08-31,0.000709941221133524
2000-09-30,-0.00540355716165204
2000-10-31,-0.00479330888132477
2000-11-30,0.00304774669295737
2000-12-31,0.0046072840250709
2001-01-31,-0.00201750350975374
2001-02-28,-0.00805381546649306
2001-03-31,-0.00254178962699165
2001-04-30,0.000322156638519923
2001-05-31,-0.000277048484475012
2001-06-30,-0.00151803147439009
2001-07-31,-0.001982848317042
2001-08-31,-0.00150036893970055
2001-09-30,0.00471908302687713
2001-10-31,0.00234059449259301
2001-11-30,-0.00548588081711492
2001-12-31,-0.00485567443583858
2002-01-31,-0.00258061976470702
