date,EIMD
1996-03-31,NaN
1996-06-30,NaN
1996-09-30,NaN
1996-12-31,0.00825611477305989
1997-03-31,0.00695314217308874
1997-06-30,0.0107725129771492
1997-09-30,0.0090931290589084
1997-12-31,0.0141609146838664
1998-03-31,0.0176061016401628
1998-06-30,0.0147095472256953
1998-09-30,0.0180068841230481
1998-12-31,0.0060446758768217
1999-03-31,0.00444871840859956
1999-06-30,0.00451851738718195
1999-09-30,0.00221682302253312
1999-12-31,0.00524687674973243
2000-03-31,0.0105656166961863
2000-06-30,0.00230734986551418
2000-09-30,0.00399077616158783
2000-12-31,0.0111844301846277
2001-03-31,0.00271074531115979
2001-06-30,0.0092890158851318
2001-09-30,0.0151698034421698
2001-12-31,0.00706787639271654
2002-03-31,0.0129962557701427
2002-06-30,0.0136747141448301
2002-09-30,0.00362004497192557
2002-12-31,0.00816297018054708
2003-03-31,0.00271128201188901
2003-06-30,0.000451076972525888
2003-09-30,0.00223420843518677
2003-12-31,-0.000523894339941892
2004-03-31,-0.000885362110649637
2004-06-30,0.00471262767400219
2004-09-30,0.00386034239590749
2004-12-31,0.00245386199730119
2005-03-31,0.00796074996840881
2005-06-30,0.00805033470918561
2005-09-30,0.00904315089734753
2005-12-31,0.00721017443616436
2006-03-31,0.0032026888776353
2006-06-30,0.000155061662330932
2006-09-30,3.36575671085976e-05
2006-12-31,0.000392271968690297
2007-03-31,0.000274183402256874
2007-06-30,0.00657059099787873
2007-09-30,0.00745093658613353
2007-12-31,0.0102746370746306
2008-03-31,0.0129442586453304
2008-06-30,0.00725626859877722
2008-09-30,0.0100105502956085
2008-12-31,0.0179919836189364
