date,EIMD
1953-01-31,0.00388359433515525
1953-02-28,0.00392051956956119
1953-03-31,0.00402190061177777
1953-04-30,0.00380149900284172
1953-05-31,0.00351909961461011
1953-06-30,0.00280476513075102
1953-07-31,0.00339403663292084
1953-08-31,0.00331027010624471
1953-09-30,0.00290404232763687
1953-10-31,0.00245205558663527
1953-11-30,0.00174181871233439
1953-12-31,0.00146028342491528
1954-01-31,0.00106657340307906
1954-02-28,0.000609501756426018
1954-03-31,0.000438358695361147
1954-04-30,0.000351158549951092
1954-05-31,0.000125608758286022
1954-06-30,0.000151901389176717
1954-07-31,-0.000293685822302416
1954-08-31,-0.000706482162832477
1954-09-30,-0.000639601482508133
1954-10-31,-0.000650705394108918
1954-11-30,-0.00086916157333016
1954-12-31,-0.00106859815849624
1955-01-31,-0.000505858829905456
1955-02-28,-0.000378111605208109
1955-03-31,-0.000200188170796329
1955-04-30,9.85583813941585e-05
1955-05-31,0.000280710608914444
1955-06-30,0.00146337038587043
1955-07-31,0.0010615788591802
1955-08-31,0.000753243982571741
1955-09-30,0.000670507311583888
1955-10-31,0.000873289449164187
1955-11-30,0.000910966257303333
1955-12-31,0.00130364545345901
1956-01-31,0.00100328825879577
1956-02-29,0.0015224934566075
1956-03-31,0.00181196283730997
1956-04-30,0.00192111493211591
1956-05-31,0.0019488942269324
1956-06-30,0.00142941026797426
1956-07-31,0.00179890238231236
1956-08-31,0.00244275397433514
1956-09-30,0.00280287013302463
1956-10-31,0.00338417835535698
1956-11-30,0.00403566273201405
1956-12-31,0.00429270987751923
1957-01-31,0.0046923880989987
1957-02-28,0.00478905614349697
1957-03-31,0.0052630606209151
1957-04-30,0.00482473769716299
1957-05-31,0.004245200835779
1957-06-30,0.00387062173044565
1957-07-31,0.00371707931431113
1957-08-31,0.00355409912448448
1957-09-30,0.00329335755391311
1957-10-31,0.00211902140880934
1957-11-30,0.00210006191234564
1957-12-31,0.00156269387428776
1958-01-31,0.00115231566102283
1958-02-28,0.000518704105286832
1958-03-31,-0.000530431592008201
1958-04-30,-0.000635577760635268
1958-05-31,-0.000229913951195955
1958-06-30,0.000389307867223082
1958-07-31,0.00150269743107241
1958-08-31,0.0013481425734918
1958-09-30,0.00150506411529127
1958-10-31,0.00162369910873911
1958-11-30,0.000219400031020971
1958-12-31,-0.00021263109376518
1959-01-31,-1.45863242128251e-05
1959-02-28,0.000334877350668345
1959-03-31,0.000930203631879473
1959-04-30,0.00125366906989667
1959-05-31,0.00151419118981139
1959-06-30,0.00161001161969952
1959-07-31,0.00138605308907215
1959-08-31,0.00175845374626388
1959-09-30,0.00171267403697693
1959-10-31,0.00221758314282128
1959-11-30,0.00301818407732963
1959-12-31,0.003391130063291
1960-01-31,0.00329920036077446
1960-02-29,0.00318386274121264
1960-03-31,0.0028017797942617
1960-04-30,0.00263942333658673
1960-05-31,0.00227554493249136
1960-06-30,0.00176943346377972
1960-07-31,0.00122920456311798
1960-08-31,0.000866510015708809
1960-09-30,0.000577573564248747
1960-10-31,0.000120722743264066
1960-11-30,-0.000373497779228249
1960-12-31,0.00015390451838238
1961-01-31,-3.49004899890754e-05
1961-02-28,-0.000135588146164303
1961-03-31,-8.87538063218675e-05
1961-04-30,6.17578946864514e-05
1961-05-31,0.000193919711372732
1961-06-30,3.81635280268641e-05
1961-07-31,0.000281092213629803
1961-08-31,0.000436499968980659
1961-09-30,0.000742522899615318
1961-10-31,0.000888414360980582
1961-11-30,0.00158984589002534
1961-12-31,0.00136617197906179
1962-01-31,0.00124769290971024
1962-02-28,0.00140346667612217
1962-03-31,0.00158901737324295
1962-04-30,0.00156386889101937
1962-05-31,0.0015938021665312
1962-06-30,0.00191494892664232
1962-07-31,0.00181388342522926
1962-08-31,0.00159137212955654
1962-09-30,0.00151511786995404
1962-10-31,0.00120063915006094
1962-11-30,0.00138138308172118
1962-12-31,0.00124572342893232
1963-01-31,0.00147699404905484
1963-02-28,0.00159613494559895
1963-03-31,0.00134721038923753
1963-04-30,0.00137055682915568
1963-05-31,0.00139515974619038
1963-06-30,0.00140740701570866
1963-07-31,0.00128966384765975
1963-08-31,0.00147686653081058
1963-09-30,0.00181929561745299
1963-10-31,0.00181166288667648
1963-11-30,0.0016591410880991
1963-12-31,0.00159538158131936
1964-01-31,0.00158097799738101
1964-02-29,0.00146939844801007
1964-03-31,0.00159607504145653
1964-04-30,0.00160927066425898
1964-05-31,0.00160556805836075
1964-06-30,0.00137667601692562
1964-07-31,0.0014830649973424
1964-08-31,0.00163985968055159
1964-09-30,0.00138536675796462
1964-10-31,0.00163324144523141
1964-11-30,0.00135740715624388
1964-12-31,0.00141384626772991
1965-01-31,0.00151639058834408
1965-02-28,0.00127741936951613
1965-03-31,0.00152972217712812
1965-04-30,0.00139014008265856
1965-05-31,0.00135215389504616
1965-06-30,0.00146919311705283
1965-07-31,0.00144614771067886
1965-08-31,0.00126874886279396
1965-09-30,0.00125006898170728
1965-10-31,0.00162461730919882
1965-11-30,0.00203135299505368
1965-12-31,0.00220451133095102
1966-01-31,0.00250769797201592
1966-02-28,0.00287944455458079
1966-03-31,0.00283236421195836
1966-04-30,0.00320266818726639
1966-05-31,0.00324222202874707
1966-06-30,0.00357631855649364
1966-07-31,0.00319517987614437
1966-08-31,0.00345548580912847
1966-09-30,0.00328626098509025
1966-10-31,0.00291419595629773
1966-11-30,0.00269482681812629
1966-12-31,0.00295508317541946
1967-01-31,0.00294333068537075
1967-02-28,0.00280112458150137
1967-03-31,0.00263648139898824
1967-04-30,0.00240760135068409
1967-05-31,0.00243744285857541
1967-06-30,0.00240103286810741
1967-07-31,0.00266413070120074
1967-08-31,0.00259697268437609
1967-09-30,0.00290357896229499
1967-10-31,0.00280087333012156
1967-11-30,0.00292054088646601
1967-12-31,0.00294222491652106
1968-01-31,0.00279971090319774
1968-02-29,0.00281510147018974
1968-03-31,0.00314661209628955
1968-04-30,0.00325774780808538
1968-05-31,0.00315249921327121
1968-06-30,0.00300016144962269
1968-07-31,0.00329459192554784
1968-08-31,0.00314841877262744
1968-09-30,0.00326879373348949
1968-10-31,0.00384737922588302
1968-11-30,0.0040134889454143
1968-12-31,0.00438082606694755
1969-01-31,0.00433355938788333
1969-02-28,0.00423980406096635
1969-03-31,0.00432811284089751
1969-04-30,0.00477584041714948
1969-05-31,0.0046839585629182
1969-06-30,0.0043998384119321
1969-07-31,0.00441777003299593
1969-08-31,0.00452169349922745
1969-09-30,0.00487485442179507
1969-10-31,0.00509983348676634
1969-11-30,0.00452654763866776
1969-12-31,0.00420452351650767
1970-01-31,0.00420276314281839
1970-02-28,0.00439315650664111
1970-03-31,0.00437414724669097
1970-04-30,0.0039479367113919
1970-05-31,0.00396732886798208
1970-06-30,0.0044220837650373
1970-07-31,0.00463373128229331
1970-08-31,0.00441721358843774
1970-09-30,0.00378126954855716
1970-10-31,0.00338418946179048
1970-11-30,0.0034713107222458
1970-12-31,0.00311546572406537
1971-01-31,0.00313315674867493
1971-02-28,0.00304340943799525
1971-03-31,0.00278314395227944
1971-04-30,0.00297215908087856
1971-05-31,0.00302076513864865
1971-06-30,0.00307604107070206
1971-07-31,0.00258775027522622
1971-08-31,0.00248321508431874
1971-09-30,0.00220948064221764
1971-10-31,0.00195284989743169
1971-11-30,0.00194464339999941
1971-12-31,0.0022283447815704
1972-01-31,0.00185606621429073
1972-02-29,0.00202555216583644
1972-03-31,0.00232849455896092
1972-04-30,0.00219490092972579
1972-05-31,0.00215849711512007
1972-06-30,0.00199128472544848
1972-07-31,0.00215281663070452
1972-08-31,0.00212240887510281
1972-09-30,0.00250391369121245
1972-10-31,0.00197319117674359
1972-11-30,0.00207338777090492
1972-12-31,0.00243781530413512
1973-01-31,0.00266132130663449
1973-02-28,0.0028158104389618
1973-03-31,0.00301873394789868
1973-04-30,0.00287057186049673
1973-05-31,0.00302317834604803
1973-06-30,0.00321953330688169
1973-07-31,0.00361106471321071
1973-08-31,0.00386229241775928
1973-09-30,0.00411673885398657
1973-10-31,0.00551300782421689
1973-11-30,0.00659743445749592
1973-12-31,0.0068412544653135
