date,UIMD
1953-12-31,-0.00127679865936182
1954-12-31,7.41249613667324e-05
1955-12-31,-0.0267863798306915
1956-12-31,-0.0180951018350875
1957-12-31,0.0105524490330786
1958-12-31,-0.0206341594879654
1959-12-31,-0.0063737699185766
1960-12-31,-0.00424759518444415
1961-12-31,-0.00974082241218554
1962-12-31,-0.00148057359006025
1963-12-31,0.000619421925341066
1964-12-31,0.00106454755404414
1965-12-31,0.00220161369920437
1966-12-31,-0.00499713288501861
1967-12-31,-0.00153402246963426
1968-12-31,-0.00286867787664984
1969-12-31,-0.000970042146451661
1970-12-31,0.0100654853017953
1971-12-31,0.0172852991673
1972-12-31,0.00853036778947262
1973-12-31,0.0275133590632639
1974-12-31,0.0365058618612047
1975-12-31,0.0238985437432345
1976-12-31,0.0321934818316942
1977-12-31,0.0299307604371734
1978-12-31,0.0569586229750111
1979-12-31,0.0533244926110412
1980-12-31,0.00869680904988485
1981-12-31,-0.0113099212584959
1982-12-31,0.0175468941722606
1983-12-31,-0.00314424248940431
1984-12-31,-0.0235968916055569
1985-12-31,-0.0383460177435993
1986-12-31,0.00498073115479569
1987-12-31,-0.0100153187370029
1988-12-31,-0.00900842420034933
1989-12-31,-0.00193091621409229
1990-12-31,-0.0166622648682447
1991-12-31,-0.0148523418606768
1992-12-31,-0.0169349467858567
1993-12-31,-0.0151165883380802
1994-12-31,-0.00677396022109818
1995-12-31,0.0152540978049574
1996-12-31,-0.0132273254027095
1997-12-31,-0.0228795558067696
1998-12-31,-0.0421887365028786
1999-12-31,-0.012204435805181
