date,UIMD
2007-09-30,0.00913059617638713
2007-12-31,0.00505562487031798
2008-03-31,0.0143864493365113
2008-06-30,0.0025763048310596
2008-09-30,-0.0319634861226795
2008-12-31,0.00754123722291529
2009-03-31,0.013084070860312
2009-06-30,0.00693688564131685
2009-09-30,0.00283899507960351
2009-12-31,-0.00381205165891948
2010-03-31,-0.0051565198954864
2010-06-30,-0.000176606560812024
2010-09-30,0.00416641100495557
2010-12-31,0.00701327750032592
2011-03-31,0.00457291079370199
2011-06-30,0.00490698550980429
2011-09-30,-0.000628053666768494
2011-12-31,0.00210181014351431
2012-03-31,-0.00697559104576357
2012-06-30,0.00505839079497132
2012-09-30,-0.00455861913924055
2012-12-31,-0.000290005654307211
2013-03-31,-0.00329468947831158
2013-06-30,0.00161168973359197
2013-09-30,0.00226409717193127
2013-12-31,0.00249169541521208
2014-03-31,0.00144141330356263
2014-06-30,-0.00311943364298253
2014-09-30,-0.00997087119983683
2014-12-31,-0.00605803926093567
2015-03-31,0.00184499529384198
2015-06-30,-0.00588710111617303
2015-09-30,-0.00429578642893438
2015-12-31,-0.00421007971815639
2016-03-31,0.00335217154000817
2016-06-30,-0.00196483165396854
2016-09-30,-0.000107345626716379
2016-12-31,-0.000555007922046298
2017-03-31,-0.00464993042505723
2017-06-30,0.00383038918265404
2017-09-30,0.000574468147196285
2017-12-31,0.0014628230239723
2018-03-31,6.67758544295001e-05
2018-06-30,-0.00145887942172997
2018-09-30,-0.00393073805616688
2018-12-31,-0.00027094474411616
2019-03-31,-0.00171462492939382
2019-06-30,-0.000392098558166782
2019-09-30,0.00316093644367024
2019-12-31,-0.0060300689490978
