date,EITB
2000-02-29,-0.0536138759356494
2000-03-31,-0.084463529490776
2000-04-30,-0.0429977228570467
2000-05-31,0.112154914795553
2000-06-30,0.324514873584732
2000-07-31,0.147833713231199
2000-08-31,0.075498678977133
2000-09-30,-0.23550396595004
2000-10-31,-0.290972544498776
2000-11-30,-0.00646210778065548
2000-12-31,0.193766385561106
2001-01-31,0.148511171892706
2001-02-28,-0.0423870850109692
2001-03-31,0.19712402672107
2001-04-30,0.209156299798869
2001-05-31,0.308900538283767
2001-06-30,0.249664708111904
2001-07-31,0.136262718863304
2001-08-31,0.354764926164499
2001-09-30,0.300114696415621
2001-10-31,0.185687349978335
2001-11-30,-0.00662707145478764
2001-12-31,0.0253860790815767
2002-01-31,0.480078264685592
2002-02-28,0.910688787125113
2002-03-31,0.804555046946054
2002-04-30,0.798279413407448
2002-05-31,0.84745317387856
2002-06-30,0.467132930557307
2002-07-31,0.726810457776672
2002-08-31,0.505339584273858
2002-09-30,0.152980659609328
2002-10-31,0.340463698161512
2002-11-30,0.265090378159514
2002-12-31,-0.0137306183010021
2003-01-31,0.0934291389486656
2003-02-28,0.208336857299464
2003-03-31,0.251934762918709
2003-04-30,-0.00448102781839632
2003-05-31,-0.488254971745564
2003-06-30,-0.601423736914608
2003-07-31,-0.502888214578352
2003-08-31,-0.376736764009369
2003-09-30,-0.126364142337317
2003-10-31,-0.224291708750064
2003-11-30,-0.110120348790694
2003-12-31,0.146979712849463
2004-01-31,0.0614535115798629
2004-02-29,0.0584506199565532
2004-03-31,0.101249560655307
2004-04-30,0.102606760460441
2004-05-31,0.365061988590329
2004-06-30,0.246644417559542
2004-07-31,-0.0467923266344998
2004-08-31,-0.252455742838226
2004-09-30,0.0718775274866884
2004-10-31,0.0960020555472154
2004-11-30,0.0452142815576548
2004-12-31,0.134461980700321
2005-01-31,0.114063557322356
2005-02-28,-0.0627803920786485
2005-03-31,-0.00710165130561802
2005-04-30,-0.0529458431902243
2005-05-31,0.0496842918941847
2005-06-30,0.176424449254572
2005-07-31,0.231236969733993
2005-08-31,0.526670652298622
2005-09-30,0.28221948040831
2005-10-31,0.447976024574522
2005-11-30,0.53371174446251
2005-12-31,0.188511366997184
2006-01-31,0.0986217619255709
2006-02-28,0.128934710174932
2006-03-31,0.424600533478094
2006-04-30,0.272171894760814
2006-05-31,0.180173537323321
2006-06-30,0.0307671747764214
2006-07-31,-0.0323457344550849
2006-08-31,-0.235622595281367
2006-09-30,-0.268504914504497
2006-10-31,-0.354894885559874
2006-11-30,-0.385976738079421
2006-12-31,-0.0612023385615522
2007-01-31,0.113742487041447
2007-02-28,0.181431502328323
2007-03-31,0.00593837899216948
2007-04-30,0.117299026390537
2007-05-31,-0.00475432131946091
2007-06-30,0.100550017573103
2007-07-31,0.409290109147306
2007-08-31,0.456296458582552
2007-09-30,0.396207995747334
2007-10-31,0.190526095211553
