date,EITB1
1996-02-29,2.11517028313026
1996-03-31,1.84550695558254
1996-04-30,1.5980506310613
1996-05-31,1.44843024809637
1996-06-30,1.39219059561768
1996-07-31,1.31280087025426
1996-08-31,1.00769887343192
1996-09-30,0.86491496521947
1996-10-31,0.786425059833534
1996-11-30,0.766554456217143
1996-12-31,0.773732082487756
1997-01-31,0.774556058984969
1997-02-28,0.820874249110295
1997-03-31,0.802556831675807
1997-04-30,0.773108343265893
1997-05-31,0.705945318243131
1997-06-30,0.642208858711018
1997-07-31,0.585069805361421
1997-08-31,0.58235027444725
1997-09-30,0.55218835681995
1997-10-31,0.461456974206028
1997-11-30,0.431561093607616
1997-12-31,0.370238375527132
1998-01-31,0.346322719887229
1998-02-28,0.378004624767522
1998-03-31,0.381756199538753
1998-04-30,0.409751044839645
1998-05-31,0.409340659952773
1998-06-30,0.403503457960116
1998-07-31,0.423703449146896
1998-08-31,0.369925370981258
1998-09-30,0.465605593835243
1998-10-31,0.689778205727523
1998-11-30,0.907342256816763
1998-12-31,0.808894684237509
1999-01-31,0.598795148870394
1999-02-28,0.431471125776174
1999-03-31,0.274594530402976
1999-04-30,0.220503244613147
1999-05-31,0.137446337607459
1999-06-30,0.143847420980378
1999-07-31,0.116465050674544
1999-08-31,0.0875670818142122
1999-09-30,0.0841992910484661
1999-10-31,0.00827004508102158
1999-11-30,-0.138240439669301
1999-12-31,-0.321573212477253
2000-01-31,-0.565347451738288
2000-02-29,-0.851928539016167
2000-03-31,-0.706480293448898
2000-04-30,-0.503214988284387
2000-05-31,-0.345306851793777
2000-06-30,-0.183761965217021
2000-07-31,-0.106040372518187
2000-08-31,-0.0586326941518868
2000-09-30,-0.0276367995030379
2000-10-31,0.0116278459209371
2000-11-30,0.064358713330862
2000-12-31,0.0901511383828654
2001-01-31,0.0537686431851742
2001-02-28,0.00734233947800467
2001-03-31,0.0620306179077281
2001-04-30,0.104129099565776
2001-05-31,0.14662399160031
2001-06-30,0.170611278967391
2001-07-31,0.193522477798508
2001-08-31,0.237921641023141
2001-09-30,0.324435628959433
2001-10-31,0.331237077261388
2001-11-30,0.319781300225444
2001-12-31,0.296415572156896
2002-01-31,0.266869213264322
2002-02-28,0.392199674975793
2002-03-31,0.471136315366887
2002-04-30,0.457274458239752
2002-05-31,0.463931969237905
2002-06-30,0.645996080263832
2002-07-31,0.657722169261791
2002-08-31,0.574232276843337
2002-09-30,0.473956246463626
2002-10-31,0.423200299716259
2002-11-30,0.324319482288889
2002-12-31,0.198132047145425
2003-01-31,0.112558693055011
2003-02-28,0.121041697557634
2003-03-31,0.0435708667468352
2003-04-30,-0.0772567720132732
2003-05-31,-0.166193543891881
2003-06-30,-0.234218280748997
2003-07-31,-0.256662130700946
2003-08-31,-0.271416898002034
2003-09-30,-0.190244891872627
2003-10-31,-0.11178909821096
2003-11-30,-0.0708469369629872
2003-12-31,-0.0343628098410338
2004-01-31,-0.0326829138858821
2004-02-29,-0.00568164646231006
2004-03-31,0.00462638314106062
2004-04-30,0.035300372820049
2004-05-31,0.0718670194765972
2004-06-30,0.0762830972751347
2004-07-31,0.0421142392000461
2004-08-31,0.0331632286832337
2004-09-30,0.0571367660051101
2004-10-31,0.081737609348286
2004-11-30,0.0916417899840445
2004-12-31,0.080937829588749
2005-01-31,0.0597860391601209
2005-02-28,0.0351674292782778
2005-03-31,0.0626240211626566
2005-04-30,0.0810300418672286
2005-05-31,0.134148823778356
2005-06-30,0.160398258388169
2005-07-31,0.194456763684145
2005-08-31,0.259973985717975
2005-09-30,0.265465117764515
2005-10-31,0.303420373143877
2005-11-30,0.308171955195732
2005-12-31,0.272229556401706
2006-01-31,0.225561154959634
2006-02-28,0.228773385790336
2006-03-31,0.23240760026929
2006-04-30,0.195931138568381
2006-05-31,0.136003657771074
2006-06-30,0.0712524035106386
2006-07-31,0.0295035106239295
2006-08-31,-0.0264232493901434
2006-09-30,-0.0336808106696926
2006-10-31,-0.0721498689314111
2006-11-30,-0.0762547653736279
2006-12-31,-0.0229868757617182
2007-01-31,-0.00789524230228711
2007-02-28,0.0386136958889173
2007-03-31,0.0487941973732379
2007-04-30,0.0869498363775401
2007-05-31,0.0988224267942069
2007-06-30,0.155426898652092
2007-07-31,0.228001175342156
2007-08-31,0.30504118640106
2007-09-30,0.344245204850193
2007-10-31,0.314576012580607
2007-11-30,0.357956101191351
2007-12-31,0.417304858735484
2008-01-31,0.411874104840432
2008-02-29,0.414814807741694
2008-03-31,0.35292198178687
2008-04-30,0.333128063683184
2008-05-31,0.386034015795154
2008-06-30,0.416465185036369
2008-07-31,0.37434990107966
2008-08-31,0.419311360323524
2008-09-30,0.420778874956035
2008-10-31,0.346255065139868
2008-11-30,0.246929977910801
2008-12-31,0.167980694284247
