date,UITB
1954-03-31,-0.00253686994845257
1954-04-30,-0.00302018310112675
1954-05-31,0.00261336273140239
1954-06-30,0.000271562959085049
1954-07-31,-0.00296230499163681
1954-08-31,-0.000365043821091873
1954-09-30,-0.0019106094150202
1954-10-31,-0.00356375361092301
1954-11-30,0.00214573885534298
1954-12-31,-0.000687237370790643
1955-01-31,-0.000313824376018402
1955-02-28,0.00144691091993886
1955-03-31,-0.00164644685800617
1955-04-30,-0.000527878625343994
1955-05-31,-0.00170253434310659
1955-06-30,-0.00276919353008807
1955-07-31,0.0013440794427953
1955-08-31,-0.00266480968423244
1955-09-30,0.00369522808775759
1955-10-31,-0.0025014140584002
1955-11-30,0.000960067967341167
1955-12-31,-0.00175611943216966
1956-01-31,-0.00330085317228331
1956-02-29,-0.000372971424162928
1956-03-31,5.38882085277966e-05
1956-04-30,-3.58091019464816e-06
1956-05-31,0.00179409961181966
1956-06-30,0.00284136178174643
1956-07-31,0.00334433363192581
1956-08-31,-0.00054419931513246
1956-09-30,8.05693352448945e-05
1956-10-31,0.003716805912393
1956-11-30,-0.00159814987197143
1956-12-31,0.00233579179295442
1957-01-31,-0.00089963797117618
1957-02-28,0.00267197075839797
1957-03-31,0.000239042135335072
1957-04-30,0.000379277318785102
1957-05-31,0.00026595304421242
1957-06-30,0.00190231305794903
1957-07-31,0.000177541172400702
1957-08-31,0.00105933600169968
1957-09-30,-0.000825885462946632
1957-10-31,-0.00256139399393628
1957-11-30,0.000723599232421385
1957-12-31,8.56740475402304e-05
1958-01-31,0.00351683088274631
1958-02-28,0.00135303919236968
1958-03-31,0.00550249344705397
1958-04-30,0.00211083790316416
1958-05-31,-0.000634905750006555
1958-06-30,-0.000815316257887879
1958-07-31,-0.000898599395942226
1958-08-31,0.00184498678791496
1958-09-30,-0.00252775025249183
1958-10-31,-0.00138409562264608
1958-11-30,0.000748698539166549
1958-12-31,-0.00112135783459568
1959-01-31,-0.000324438301432119
1959-02-28,-0.00183583146843924
1959-03-31,-0.0028466868799176
1959-04-30,-0.00125296519817094
1959-05-31,0.000258189253444203
1959-06-30,0.000277182824273827
1959-07-31,-0.000759187247260571
1959-08-31,-0.000461963227583121
1959-09-30,-0.000376544884796873
1959-10-31,0.000750382300204444
1959-11-30,-0.00224031261994798
1959-12-31,-0.00105223660191781
1960-01-31,-0.00434958409748357
1960-02-29,-0.00119946004773265
1960-03-31,-0.00320355674191268
1960-04-30,0.00292914246860429
1960-05-31,-0.00133176763899119
1960-06-30,-0.000673536016885651
1960-07-31,-0.00287530245120654
1960-08-31,0.000753388354808625
1960-09-30,-0.0011700413733205
1960-10-31,0.00291592826640981
1960-11-30,0.000159443362012495
1960-12-31,-0.000162653864925715
1961-01-31,-0.000484749047208076
1961-02-28,-0.00095598712399507
1961-03-31,-0.00159814987197166
1961-04-30,-0.00228243042827828
1961-05-31,-0.000377721922545159
1961-06-30,-0.00159814987197145
1961-07-31,0.00129686952480711
1961-08-31,-0.000287537926133999
1961-09-30,5.89368460385371e-05
1961-10-31,-0.00149112274730862
1961-11-30,-0.00106301424865789
1961-12-31,-0.000490455635901372
1962-01-31,-0.00102659159288173
1962-02-28,0.00073207649287555
1962-03-31,0.000394543585351775
1962-04-30,-0.00048638376995459
1962-05-31,-0.00103320971123832
1962-06-30,-0.00259021336403468
1962-07-31,-0.002016323524816
1962-08-31,6.62088599307153e-05
1962-09-30,0.00291833687390752
1962-10-31,-0.00344820988713278
1962-11-30,-0.00159814987197152
1962-12-31,-0.00191923124595966
1963-01-31,-0.000158301953481549
1963-02-28,-0.00060517079917924
1963-03-31,-0.000934979277455834
1963-04-30,-0.00311656966441024
1963-05-31,-0.00104200640211829
1963-06-30,0.0013583826511233
1963-07-31,0.000266185247222332
1963-08-31,-0.000178251282186202
1963-09-30,-0.00332294950070811
1963-10-31,-0.00158483149393619
1963-11-30,-0.00137172998851317
1963-12-31,0.000687468904049458
1964-01-31,-0.000725415937251733
1964-02-29,-0.00320993123662533
1964-03-31,-0.00180488855384104
1964-04-30,-0.00220018169449825
1964-05-31,-0.00123488149294995
1964-06-30,-0.00161634127066176
1964-07-31,-0.00225183527043659
1964-08-31,-0.00136423035824758
1964-09-30,-0.00135316280138591
1964-10-31,-0.00113520830651767
1964-11-30,0.000470233458137384
1964-12-31,-0.00137770386711986
1965-01-31,-0.00136318673255487
1965-02-28,-0.00253952299360566
1965-03-31,-0.00221134928305421
1965-04-30,-0.000379904596192535
1965-05-31,0.000571280147885403
1965-06-30,0.00108485561959429
1965-07-31,-0.00352881621100654
1965-08-31,-0.00365707909752602
1965-09-30,-0.000250425457003927
1965-10-31,-0.00151108181214026
1965-11-30,0.000352038248634607
1965-12-31,0.000547005112079317
1966-01-31,-0.00219565819960257
1966-02-28,0.00334924257834406
1966-03-31,-0.000105996082782376
1966-04-30,0.000312425766442973
1966-05-31,-0.00137385260657814
1966-06-30,-0.00228861543672263
1966-07-31,-0.000738000731040904
1966-08-31,0.00260947425079354
1966-09-30,-0.000411051871098763
1966-10-31,-0.000955483611756049
1966-11-30,-0.00254502547581892
1966-12-31,-0.00212786629934042
1967-01-31,-0.00423286677059163
1967-02-28,9.48658963323325e-05
1967-03-31,-0.00326632499334897
1967-04-30,0.000464529208942004
1967-05-31,-0.00266334898430016
1967-06-30,0.00382509688775625
1967-07-31,0.000416300174499679
1967-08-31,0.000404950536883157
1967-09-30,0.00028838032769398
1967-10-31,-0.000471484508573128
1967-11-30,0.00280364472115733
1967-12-31,0.000124115941938543
1968-01-31,-0.000633693010644343
1968-02-29,-0.000525216986462665
1968-03-31,-0.000423625441555301
1968-04-30,-0.000958136781913337
1968-05-31,-0.00116465004562961
1968-06-30,0.00193564264599343
1968-07-31,0.00136813540234948
1968-08-31,-0.000875473234771103
1968-09-30,-0.000980802443362034
1968-10-31,0.00177055598339088
1968-11-30,-0.00086171206134537
1968-12-31,0.00184446727473846
1969-01-31,-0.00202770457944291
1969-02-28,-0.00128610419738718
1969-03-31,0.00423599233923686
1969-04-30,0.000730030161096011
