date,UITB1
1953-02-28,-0.129523617122043
1953-03-31,0.099349500616763
1953-04-30,0.147193196971011
1953-05-31,-0.0648376143359428
1953-06-30,0.121406654224881
1953-07-31,-0.0374008916374593
1953-08-31,0.0823314953357435
1953-09-30,0.0262535123132358
1953-10-31,0.145289286931148
1953-11-30,-0.351596918498822
1953-12-31,0.0132542119894788
1954-01-31,0.19166678685415
1954-02-28,0.171866118602112
1954-03-31,-0.19259251551088
1954-04-30,-0.229440122251198
1954-05-31,0.291033698724044
1954-06-30,0.0822964621782255
1954-07-31,-0.198629129074118
1954-08-31,0.0602568831657774
1954-09-30,-0.0788027273350663
1954-10-31,-0.250212404656376
1954-11-30,0.259877325475367
1954-12-31,-0.0242853741015225
1955-01-31,0.00552445903948835
1955-02-28,0.176132677689813
1955-03-31,-0.0993920306477063
1955-04-30,0.023621817047709
1955-05-31,-0.0744908023967856
1955-06-30,-0.183843194776898
1955-07-31,0.18689022077102
1955-08-31,-0.208709353342965
1955-09-30,0.382123416708917
1955-10-31,-0.196254279937012
1955-11-30,0.14559602636013
1955-12-31,-0.0964247270507332
1956-01-31,-0.240483908885226
1956-02-29,0.0044943875587915
1956-03-31,-0.000197701855374238
1956-04-30,-0.0476091150661022
1956-05-31,0.0800504178090349
1956-06-30,0.145673895307021
1956-07-31,0.192889665256744
1956-08-31,-0.160963876363964
1956-09-30,-0.0949049483863575
1956-10-31,0.255562843895871
1956-11-30,-0.240593621120283
1956-12-31,0.14113460721143
1957-01-31,-0.163277988421568
1957-02-28,0.17264877845142
1957-03-31,-0.0519705844351157
1957-04-30,-0.0285786626746898
1957-05-31,-0.0374604277503153
1957-06-30,0.118329344466303
1957-07-31,-0.0299411782737647
1957-08-31,0.0681973235301051
1957-09-30,-0.0908587831182133
1957-10-31,-0.253593226801051
1957-11-30,0.0266933903457003
1957-12-31,-0.0813523211487837
1958-01-31,0.205189360867252
1958-02-28,-0.0360846378920174
1958-03-31,0.355218196856141
1958-04-30,0.0728886391187824
1958-05-31,-0.125705618961645
1958-06-30,-0.103295196273407
1958-07-31,-0.0855581897077497
1958-08-31,0.191069616099172
1958-09-30,-0.18869037607842
1958-10-31,-0.0698500100150473
1958-11-30,0.128301595359749
1958-12-31,-0.0325357774342831
1959-01-31,0.0577975034659981
1959-02-28,-0.0704235230977626
1959-03-31,-0.160591098216554
1959-04-30,-0.0293656516988053
1959-05-31,0.090024006653583
1959-06-30,0.0810414095657998
1959-07-31,-0.0174407016712733
1959-08-31,0.00948039529286365
1959-09-30,0.0301122888305723
1959-10-31,0.152587209628547
1959-11-30,-0.104764163321131
1959-12-31,0.0410489673204751
1960-01-31,-0.258746887495895
1960-02-29,0.0267327518483605
1960-03-31,-0.190106161655686
1960-04-30,0.34916481271086
1960-05-31,-0.0563320795806008
1960-06-30,0.00997290942240647
1960-07-31,-0.212991619493359
1960-08-31,0.110434576980273
1960-09-30,-0.100188039824951
1960-10-31,0.272920043929903
1960-11-30,0.0120266702891439
1960-12-31,0.00581299274741817
1961-01-31,0.00102708119754369
1961-02-28,-0.0239307939066577
1961-03-31,-0.0634334678420656
1961-04-30,-0.127432875633896
1961-05-31,0.0420948411960126
1961-06-30,-0.0906981805088469
1961-07-31,0.165223316677687
1961-08-31,0.00864878211494974
1961-09-30,0.0521391940687645
1961-10-31,-0.0830042700645697
1961-11-30,-0.0428568077832386
1961-12-31,0.00796941593610928
1962-01-31,-0.04946433817264
1962-02-28,0.105401610006621
1962-03-31,0.0770166740845813
1962-04-30,0.0129483201402865
1962-05-31,-0.0146967025659296
1962-06-30,-0.150705919764442
1962-07-31,-0.0992503696642723
1962-08-31,0.0734197455166807
1962-09-30,0.340906132917124
1962-10-31,-0.23336597860027
1962-11-30,-0.0440251456893958
1962-12-31,-0.0758243323118284
1963-01-31,0.0831607689814823
1963-02-28,0.0371711628370363
1963-03-31,0.0126890621357071
1963-04-30,-0.19261022755494
1963-05-31,-0.0170687771495903
1963-06-30,0.187397976122172
1963-07-31,0.0878994260650497
1963-08-31,0.0686296798119536
1963-09-30,-0.202468560168943
1963-10-31,-0.0301424056311274
1963-11-30,-0.0196912780955822
1963-12-31,0.173940383802422
1964-01-31,0.058450163830731
1964-02-29,-0.15459195362365
1964-03-31,-0.00657184277745185
1964-04-30,-0.0486295350731705
1964-05-31,0.0379872555899302
1964-06-30,-0.00152233289483431
1964-07-31,-0.0657295746929781
1964-08-31,0.00464554028412092
1964-09-30,-0.00836879523971298
1964-10-31,-0.00093186511505744
1964-11-30,0.144854954153656
1964-12-31,-0.0185744423872145
1965-01-31,-0.0071207225667288
1965-02-28,-0.110949550194691
1965-03-31,-0.0873901196725262
1965-04-30,0.0586399570096558
1965-05-31,0.135277675506328
1965-06-30,0.201295609413072
1965-07-31,-0.209971893747337
1965-08-31,-0.219986905702464
1965-09-30,0.0782049279761421
1965-10-31,-0.0699488482859661
1965-11-30,0.0745614653573553
1965-12-31,0.0737025367620753
1966-01-31,-0.200416235857157
1966-02-28,0.314993992123127
1966-03-31,-0.00825425289391318
1966-04-30,0.0514622045533349
1966-05-31,-0.0801803084321978
1966-06-30,-0.15972223978715
1966-07-31,-0.0270582541578521
1966-08-31,0.286431436618146
1966-09-30,0.0235042462047953
1966-10-31,0.0150549108891642
1966-11-30,-0.102997211671258
1966-12-31,-0.0494522072913022
1967-01-31,-0.24949893990285
1967-02-28,0.142258455843785
1967-03-31,-0.202891449857979
1967-04-30,0.113989111754609
1967-05-31,-0.229724233609986
1967-06-30,0.352908286975579
1967-07-31,0.00594174249250329
1967-08-31,0.00346157484511372
1967-09-30,-0.00810820081029201
1967-10-31,-0.0813386936571113
1967-11-30,0.224232511136643
1967-12-31,-0.0145703736116586
1968-01-31,-0.0588563781294643
1968-02-29,-0.0360807038423058
1968-03-31,-0.0211821344342201
1968-04-30,-0.0708499208195211
1968-05-31,-0.106121392464864
1968-06-30,0.165020375185858
1968-07-31,0.110615383326718
1968-08-31,-0.0955672828218064
1968-09-30,-0.103834078354357
1968-10-31,0.149865621500373
1968-11-30,-0.103596156746835
1968-12-31,0.158256565452864
1969-01-31,-0.200345308771248
1969-02-28,-0.150046533940763
1969-03-31,0.355707965625207
1969-04-30,0.0287954768199746
1969-05-31,-0.166144552293816
1969-06-30,0.0746331749530523
1969-07-31,0.0651609197441941
1969-08-31,-0.151401840694871
1969-09-30,-0.0064984226451853
1969-10-31,0.00390853512140255
1969-11-30,0.0753511752503857
1969-12-31,-0.0362948613456548
1970-01-31,0.00415970427879109
1970-02-28,-0.0142957047461216
1970-03-31,0.0342372393179039
1970-04-30,0.110543174718315
1970-05-31,-0.148161734617812
1970-06-30,0.0611917185247913
1970-07-31,-0.124518094848843
1970-08-31,-0.148022604365973
1970-09-30,0.0521284134984206
1970-10-31,0.0956317733435548
1970-11-30,0.080548986489545
1970-12-31,0.123527920058373
1971-01-31,-0.0571372276067169
1971-02-28,-0.23782580936555
1971-03-31,0.0106540621998727
1971-04-30,0.000384155671173392
1971-05-31,0.209715086052623
1971-06-30,0.144556835469219
1971-07-31,-0.0852310223502334
1971-08-31,-0.125067148140269
1971-09-30,-0.0225571996481213
1971-10-31,-0.0249212102942467
1971-11-30,-0.0326845375372451
1971-12-31,-0.0475723867560357
1972-01-31,0.00710680977447403
1972-02-29,0.266222410088252
1972-03-31,-0.202930452637265
1972-04-30,0.00993960077949652
1972-05-31,-0.00697369228823935
1972-06-30,-0.00529811113211426
1972-07-31,-0.0346613245155081
1972-08-31,-0.0315885109066922
1972-09-30,0.133266641901357
1972-10-31,-0.160017407594319
1972-11-30,0.0774761402004058
1972-12-31,-0.172166157363129
1973-01-31,-0.057108044271506
1973-02-28,0.14264387610324
1973-03-31,0.28989878958155
1973-04-30,0.0250666774248608
1973-05-31,-0.158649293843533
1973-06-30,0.0717988518728783
1973-07-31,-0.720738609555108
1973-08-31,0.890021628457108
1973-09-30,-0.396764821886875
1973-10-31,0.0444361671647486
1973-11-30,-0.111924677747268
1973-12-31,-0.0223959143923033
1974-01-31,0.147180718233259
1974-02-28,0.169608512035359
1974-03-31,0.200106794240554
1974-04-30,-0.352964735421118
1974-05-31,0.0470162788153213
1974-06-30,-0.020760608379914
1974-07-31,-0.33735977626303
1974-08-31,0.286802013169614
1974-09-30,0.245806798740946
1974-10-31,-0.0284877461730508
1974-11-30,0.163192984113495
1974-12-31,-0.132296843266167
1975-01-31,0.0206568242623522
