date,UITB
1953-06-30,0.161258377838684
1953-07-31,0.00209690098233249
1953-08-31,0.13247128284318
1953-09-30,0.0669508533720901
1953-10-31,0.168953761529188
1953-11-30,-0.379034697034382
1953-12-31,0.0205312213585088
1954-01-31,0.224902645136887
1954-02-28,0.187466925522977
1954-03-31,-0.229839077661704
1954-04-30,-0.27688700763733
1954-05-31,0.280969649144232
1954-06-30,0.0484961143990844
1954-07-31,-0.276699912410016
1954-08-31,-0.0165389377191374
1954-09-30,-0.165702305496319
1954-10-31,-0.334219037188845
1954-11-30,0.235668857986188
1954-12-31,-0.0446353300976712
1955-01-31,-0.00728705702113957
1955-02-28,0.169986597331395
1955-03-31,-0.137863242271833
1955-04-30,-0.0259438125703223
1955-05-31,-0.13793992609431
1955-06-30,-0.250326853609485
1955-07-31,0.161077001245493
1955-08-31,-0.231502738376151
1955-09-30,0.403433149425018
1955-10-31,-0.212365144901182
1955-11-30,0.132221323149174
1955-12-31,-0.137780137521938
1956-01-31,-0.286860164852138
1956-02-29,0.00185345321423111
1956-03-31,0.0390422171249131
1956-04-30,0.0387444417317706
1956-05-31,0.223432622844864
1956-06-30,0.323741018842568
1956-07-31,0.376444488164841
1956-08-31,-0.0179823804558183
1956-09-30,0.045788503470604
1956-10-31,0.417435127660101
1956-11-30,-0.119227590316236
1956-12-31,0.278715298469593
1957-01-31,-0.0398607483874385
1957-02-28,0.312181588361075
1957-03-31,0.0683820418668013
1957-04-30,0.0850716813533779
1957-05-31,0.0751151648480634
1957-06-30,0.235546372909065
1957-07-31,0.0716806526959289
1957-08-31,0.1528841110459
1957-09-30,-0.0338550772490898
1957-10-31,-0.203182990287558
1957-11-30,0.123438091544782
1957-12-31,0.0544294409703643
1958-01-31,0.401489467736916
1958-02-28,0.164677499193553
1958-03-31,0.573971656131097
1958-04-30,0.234885695828273
1958-05-31,-0.0352721903449137
1958-06-30,-0.0643616856564985
1958-07-31,-0.0671628342576287
1958-08-31,0.202947126596627
1958-09-30,-0.21361573004996
1958-10-31,-0.100570834767053
1958-11-30,0.10299260873004
1958-12-31,-0.0688235696399374
1959-01-31,0.0094226671145467
1959-02-28,-0.144376027225511
1959-03-31,-0.241386166386922
1959-04-30,-0.084715079188504
1959-05-31,0.0689409605404874
1959-06-30,0.0748873009044517
1959-07-31,-0.0285539752922321
1959-08-31,-0.00703618272782031
1959-09-30,0.0177633124858622
1959-10-31,0.128785891561845
1959-11-30,-0.175197856963784
1959-12-31,-0.0456042499806989
1960-01-31,-0.376597236923421
1960-02-29,-0.0670822547500585
1960-03-31,-0.259153256935106
1960-04-30,0.331153241191356
1960-05-31,-0.0830205586231614
1960-06-30,-0.0213602765032006
1960-07-31,-0.256768772033357
1960-08-31,0.1115973691468
1960-09-30,-0.0819140792178705
1960-10-31,0.333814641948468
1960-11-30,0.0468605805283325
1960-12-31,0.0187739641938457
1961-01-31,-0.00931244798363531
1961-02-28,-0.0632573236686878
1961-03-31,-0.119227590316236
1961-04-30,-0.191829221550473
1961-05-31,1.59297909560624e-05
1961-06-30,-0.119227590316236
1961-07-31,0.167166942304586
1961-08-31,0.00356526485189845
1961-09-30,0.0422689113044804
1961-10-31,-0.109899212541645
1961-11-30,-0.0725857014432791
1961-12-31,-0.00988253475923891
1962-01-31,-0.0566243570487748
1962-02-28,0.113523969454605
1962-03-31,0.0798434774164868
1962-04-30,-0.00539012310432546
1962-05-31,-0.0572855101394371
1962-06-30,-0.218483181591388
1962-07-31,-0.151430090137093
1962-08-31,0.0511344488254578
1962-09-30,0.33272985809906
1962-10-31,-0.297448445541201
1962-11-30,-0.119227590316236
1962-12-31,-0.14721272364001
1963-01-31,0.0314341033966464
1963-02-28,-0.0158929411439707
1963-03-31,-0.0488359326267352
1963-04-30,-0.264246270202477
1963-05-31,-0.0581643104013266
1963-06-30,0.180012699234276
1963-07-31,0.0764853326940049
1963-08-31,0.0294430828990143
1963-09-30,-0.282134832043921
1963-10-31,-0.105574392982012
1963-11-30,-0.0870128189177464
1963-12-31,0.121176684296662
1964-01-31,-0.0183993692276848
1964-02-29,-0.272206757053296
1964-03-31,-0.124830845747224
1964-04-30,-0.170867591719054
1964-05-31,-0.0783142711520251
1964-06-30,-0.115721555698652
1964-07-31,-0.180268904458628
1964-08-31,-0.0971895494034695
1964-09-30,-0.0972829005170877
1964-10-31,-0.0745656092131275
1964-11-30,0.0856027069621697
1964-12-31,-0.0937577558645063
1965-01-31,-0.0979006630429771
1965-02-28,-0.21251136806215
1965-03-31,-0.172619668589306
1965-04-30,0.00148145082047474
1965-05-31,0.0963278785948507
1965-06-30,0.152957010897278
1965-07-31,-0.316791485839782
1965-08-31,-0.335538485413301
1965-09-30,-0.000215466426349981
1965-10-31,-0.127008064950815
1965-11-30,0.0563044179164503
1965-12-31,0.0739691665612544
1966-01-31,-0.192991199874684
1966-02-28,0.366239650694839
1966-03-31,0.0240974663334544
1966-04-30,0.0604453045905729
1966-05-31,-0.0985057690665006
1966-06-30,-0.19444566000093
1966-07-31,-0.0432037668741047
1966-08-31,0.299317733651444
1966-09-30,1.5490074024016e-05
1966-10-31,-0.047558749745147
1966-11-30,-0.214512620072095
1966-12-31,-0.184214583719068
1967-01-31,-0.394552082886127
1967-02-28,0.0350087348057134
1967-03-31,-0.296466768033472
1967-04-30,0.0714039680423788
1967-05-31,-0.240496501385924
1967-06-30,0.417885225599712
1967-07-31,0.0780105537889224
1967-08-31,0.0771141389998576
1967-09-30,0.0668946902024618
1967-10-31,0.000710270882276098
1967-11-30,0.323236068099154
1967-12-31,0.0540545215897729
1968-01-31,-0.0121091784770926
1968-02-29,-0.00364079012463592
1968-03-31,0.00483262007458196
1968-04-30,-0.0426592583859839
1968-05-31,-0.062161068884879
1968-06-30,0.244256012418118
1968-07-31,0.194292057551991
1968-08-31,-0.0383286732540264
1968-09-30,-0.0484733808911892
1968-10-31,0.225074689836658
1968-11-30,-0.0415662813094836
1968-12-31,0.229601492693769
1969-01-31,-0.146558964116883
1969-02-28,-0.0820449503495117
1969-03-31,0.472731780762457
1969-04-30,0.12542353631923
1969-05-31,-0.105318830815792
1969-06-30,0.139539275133989
1969-07-31,0.117896419878695
1969-08-31,-0.127708336394344
1969-09-30,0.029522399841725
1969-10-31,0.045273002338137
1969-11-30,0.117024953556368
1969-12-31,0.0022399353617466
1970-01-31,0.0367390621416554
1970-02-28,0.0152975475783959
1970-03-31,0.0591838374183779
1970-04-30,0.121755587159849
1970-05-31,-0.167660539173076
1970-06-30,0.04309107009353
1970-07-31,-0.160335279585875
1970-08-31,-0.170324506353156
1970-09-30,0.0751176320246986
1970-10-31,0.147141538291511
1970-11-30,0.144564783199074
1970-12-31,0.179327501638462
1971-01-31,-0.0361972297163098
1971-02-28,-0.240496501385924
1971-03-31,0.0378016537496979
1971-04-30,0.0558334073457477
